trade_date,branch,symbol,candidate_count,entry_count,closed_trades,win_rate,realized_pnl_usd,realized_pnl_pct,avg_hold_min,skip_reason
2026-04-01,continuation_compare,ALKS,1,0,0,,,,,no_trigger
2026-04-01,continuation_compare,AMPX,1,0,0,,,,,no_trigger
2026-04-01,continuation_compare,CMPX,1,0,0,,,,,gate_fail
2026-04-01,reclaim_vwap,ALKS,1,0,0,,,,,not_regime_b
2026-04-01,reclaim_vwap,AMPX,1,0,0,,,,,not_regime_b
2026-04-01,reclaim_vwap,CMPX,1,0,0,,,,,not_regime_b
2026-04-01,reclaim_first5_high,ALKS,1,0,0,,,,,not_regime_b
2026-04-01,reclaim_first5_high,AMPX,1,0,0,,,,,not_regime_b
2026-04-01,reclaim_first5_high,CMPX,1,0,0,,,,,not_regime_b
